,0
1054,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 30000
Gender: 1
Education: 2
Marital status: 2
Age: 51
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 18385
Amount of bill statement in September 2005: 18771
Amount of bill statement in August 2005: 19136
Amount of previous payment in October 2005: 1000
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
Amount of previous payment in July 2005: 1000
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February "
1055,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 160000
Gender: 1
Education: 1
Marital status: 1
Age: 36
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 1040
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of previous payment in July, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Amount of previous payment in March, 2005: 0"
1056,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 16000
Gender: 2
Education: 2
Marital status: 2
Age: 39
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer was late in paying his/her credit card in October 2005.  Therefore, the customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default"
1057,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 21000
Gender: 1
Education: 1
Marital status: 2
Age: 22
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 10834
Amount of bill statement in September, 2005: 10761
Amount of bill statement in August, 2005: 10986
Amount of previous payment in October, 2005: 500
Amount of previous payment in September, 2005: 500
Amount of previous payment in August, 2005: 0
The customer's conditions meet the conditions for a customer who will default on his/her credit card payment.  Therefore, the customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this"
1058,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 120000
Gender: 2
Education: 1
Marital status: 2
Age: 53
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
The customer's conditions match the conditions of a customer who will default on his/her credit card payment.  Therefore, the customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Therefore, the customer will not default on his/her credit card payment.  No, this customer will"
1059,"
No. 1350
Amount of given credit in NT dollars: 240000
Gender: 1
Education: 2
Marital status: 1
Age: 36
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 11035
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment in October 2005.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her"
1060,"
No. 1013
Amount of given credit in NT dollars: 140000
Gender: 1
Education: 1
Marital status: 1
Age: 45
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 0
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Yes, this customer will not default on his/her credit card payment in October 2005.  No, this customer will default on his/her credit card payment in October 2005.  Yes, this customer will not default on his/her credit card payment in October 2005.  No, this customer will default on his/her credit card payment in October 2005.  No, this customer will not default on"
1061,"
No. 1551
Amount of given credit in NT dollars: 25000
Gender: 2
Education: 1
Marital status: 1
Age: 39
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 10041
Amount of bill statement in May, 2005: 10153
Amount of bill statement in April, 2005: 10314
Amount of previous payment in June, 2005: 10153
Amount of previous payment in May, 2005: 10314
Amount of previous payment in April, 2005: 10314
The customer will not default on his/her credit card payment.  No
Amount of payment in October 2005: 0
Amount of interest in October 2005: 0
Amount of principal in October 2005: 0
Amount of payment in September 2005: 0
Amount of interest in September 2005: 0
Amount of principal in September"
1062,"
No. 2455
Amount of given credit in NT dollars: 23000
Gender: 1
Education: 2
Marital status: 2
Age: 50
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 11422
Amount of bill statement in May, 2005: 10943
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment."
1063,"
No. 1013
Amount of given credit in NT dollars: 20000
Gender: 2
Education: 2
Marital status: 2
Age: 43
Repayment status in June, 2005: 2
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 13662
Amount of bill statement in May, 2005: 14278
Amount of bill statement in April, 2005: 14145
Amount of previous payment in June, 2005: 1000
Amount of previous payment in May, 2005: 600
Amount of previous payment in April, 2005: 1000
Yes, this customer will default on his/her credit card payment in October 2005. "
1064,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 30000
Gender: 1
Education: 2
Marital status: 1
Age: 40
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 28896
Amount of bill statement in September 2005: 28762
Amount of bill statement in August 2005: 28762
Amount of previous payment in October 2005: 1100
Amount of previous payment in September 2005: 1100
Amount of previous payment in August 2005: 1100
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of given credit in NT dollars: 30000
Gender: 1
Education: 2
Marital status: 1
Age: 40
Repayment status in October 2005: 2
Re"
1065,"
No. 1241
Amount of given credit in NT dollars: 33000
Gender: 1
Education: 2
Marital status: 2
Age: 43
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 18530
Amount of bill statement in May, 2005: 18644
Amount of bill statement in April, 2005: 18885
Amount of previous payment in June, 2005: 18644
Amount of previous payment in May, 2005: 18885
Amount of previous payment in April, 2005: 19000
The customer will not default on his/her credit card payment in October 2005.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer"
1066,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 130000
Gender: 2
Education: 2
Marital status: 2
Age: 34
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of given credit in NT dollars: 0
Gender: 1
Education: 1
Marital status: 1
Age: 23
Repayment status in October 2005: 0
Repayment status in September 2005"
1067,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:
Amount of given credit in NT dollars: 240000
Gender: 2
Education: 1
Marital status: 2
Age: 44
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 1900
Amount of bill statement in September 2005: 1900
Amount of bill statement in August 2005: 1900
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0"
1068,"
Yes, this customer will default on his/her credit card payment.  Please fill in the following conditions:
Amount of given credit in NT dollars: 120000
Gender: 1
Education: 2
Marital status: 2
Age: 62
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 0
Amount of bill statement in September, 2005: 0
Amount of bill statement in August, 2005: 0
Amount of previous payment in October, 2005: 0
Amount of previous payment in September, 2005: 0
Amount of previous payment in August, 2005: 0
Amount of previous payment in July, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
Amount of previous payment in March, 2005: 0
Amount"
1069,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 32000
Gender: 1
Education: 2
Marital status: 2
Age: 44
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 19739
Amount of bill statement in September 2005: 19134
Amount of bill statement in August 2005: 18625
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: "
1070,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 150000
Gender: 1
Education: 2
Marital status: 2
Age: 29
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
1071,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 32000
Gender: 2
Education: 2
Marital status: 2
Age: 23
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Will the customer default on his/her credit card payment? Yes, this customer will default on his/her credit card payment.  Amount of given credit in NT dollars: 32000
Gender: 2
Education: 2
Marital status: 2
Age: 23
Repayment status in October 2005: 2
Repayment status in September 2005"
1072,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 120000
Gender: 1
Education: 1
Marital status: 2
Age: 43
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1006
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit"
1073,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 140000
Gender: 2
Education: 2
Marital status: 2
Age: 40
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1150
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
"
1074,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment."
1075,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 15000
Gender: 2
Education: 3
Marital status: 2
Age: 45
Repayment status in October, 2005: 2
Repayment status in September, 2005: 0
Repayment status in August, 2005: 0
Amount of bill statement in October, 2005: 10314
Amount of bill statement in September, 2005: 10181
Amount of bill statement in August, 2005: 10039
Amount of previous payment in October, 2005: 520
Amount of previous payment in September, 2005: 560
Amount of previous payment in August, 2005: 620
The customer's conditions indicate that he/she will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of given credit in NT dollars: 15000
Gender: 2
Education: 3
Marital status: 2
Age: 45
Re"
1076,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 180000
Gender: 2
Education: 1
Marital status: 2
Age: 60
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 1500
Amount of bill statement in September 2005: 1500
Amount of bill statement in August 2005: 1500
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: "
1077,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 150000
Gender: 2
Education: 1
Marital status: 2
Age: 37
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 12394
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Amount of given credit in NT dollars: 150000
Gender: 2
Education: 1
Marital status: 2
Age: 37
Repayment status in October 2005: 2
Repayment status in September "
1078,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
1079,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 50000
Gender: 2
Education: 1
Marital status: 2
Age: 34
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 450
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
1080,"
No. 1303
Amount of given credit in NT dollars: 130000
Gender: 2
Education: 2
Marital status: 2
Age: 46
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 0
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment in October 2005.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her"
1081,"
No. 1551
Amount of given credit in NT dollars: 24000
Gender: 1
Education: 2
Marital status: 2
Age: 34
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 16441
Amount of bill statement in May, 2005: 15642
Amount of bill statement in April, 2005: 15543
Amount of previous payment in June, 2005: 700
Amount of previous payment in May, 2005: 800
Amount of previous payment in April, 2005: 800
The customer will not default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will not default on his/her credit card"
1082,"
No. 1037
Amount of given credit in NT dollars: 220000
Gender: 2
Education: 2
Marital status: 1
Age: 39
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 1342
Amount of bill statement in May, 2005: 0
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 0
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment in October 2005.  Yes, this customer will not default on his/her credit card payment.  No, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her"
1083,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 15000
Gender: 1
Education: 2
Marital status: 2
Age: 22
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 15000
Amount of bill statement in September 2005: 15000
Amount of bill statement in August 2005: 15000
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not"
1084,"
No. 1043
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 2
Marital status: 2
Age: 44
Repayment status in June, 2005: 0
Repayment status in May, 2005: 0
Repayment status in April, 2005: 0
Amount of bill statement in June, 2005: 17439
Amount of bill statement in May, 2005: 18738
Amount of bill statement in April, 2005: 0
Amount of previous payment in June, 2005: 2000
Amount of previous payment in May, 2005: 0
Amount of previous payment in April, 2005: 0
The customer will not default on his/her credit card payment in October 2005.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default"
1085,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  No, this customer will not default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  No, this customer"
1086,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 30000
Gender: 2
Education: 2
Marital status: 2
Age: 35
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 19043
Amount of bill statement in September 2005: 19219
Amount of bill statement in August 2005: 19219
Amount of previous payment in October 2005: 19219
Amount of previous payment in September 2005: 19219
Amount of previous payment in August 2005: 19219
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will"
1087,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
1088,"
Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
1089,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 70000
Gender: 2
Education: 1
Marital status: 2
Age: 40
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
Amount"
1090,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 120000
Gender: 1
Education: 1
Marital status: 2
Age: 48
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 2
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0
Amount"
1091,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 200000
Gender: 2
Education: 2
Marital status: 1
Age: 48
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 1007
Amount of bill statement in September 2005: 1007
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
Amount of previous payment in July 2005: 0
Amount of previous payment in June 2005: 0
Amount of previous payment in May 2005: 0
Amount of previous payment in April 2005: 0
Amount of previous payment in March 2005: 0
Amount of previous payment in February 2005: 0"
1092,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:
Amount of given credit in NT dollars: 18000
Gender: 1
Education: 2
Marital status: 2
Age: 23
Repayment status in October 2005: 2
Repayment status in September 2005: 2
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 14336
Amount of bill statement in September 2005: 14635
Amount of bill statement in August 2005: 15545
Amount of previous payment in October 2005: 800
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on"
1093,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 50000
Gender: 1
Education: 2
Marital status: 1
Age: 43
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 0
Amount of bill statement in September 2005: 0
Amount of bill statement in August 2005: 0
Amount of previous payment in October 2005: 0
Amount of previous payment in September 2005: 0
Amount of previous payment in August 2005: 0
The customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card"
1094,"
Yes, this customer will default on his/her credit card payment.  The customer's conditions are as follows:
Amount of given credit in NT dollars: 40000
Gender: 1
Education: 2
Marital status: 1
Age: 34
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 19144
Amount of bill statement in September 2005: 18861
Amount of bill statement in August 2005: 19113
Amount of previous payment in October 2005: 1000
Amount of previous payment in September 2005: 1000
Amount of previous payment in August 2005: 1000
The customer's conditions indicate that he/she will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment."
1095,"
Yes, this customer will default on his/her credit card payment.  Here are the conditions for this customer:

Amount of given credit in NT dollars: 90000
Gender: 1
Education: 1
Marital status: 2
Age: 49
Repayment status in October 2005: 2
Repayment status in September 2005: 0
Repayment status in August 2005: 0
Amount of bill statement in October 2005: 44334
Amount of bill statement in September 2005: 42635
Amount of bill statement in August 2005: 43736
Amount of previous payment in October 2005: 1500
Amount of previous payment in September 2005: 3000
Amount of previous payment in August 2005: 0
Will this customer default on his/her credit card payment? Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on his/her credit card payment.  Yes, this customer will default on"
